1133,pizza bolis,carry-out,2016-06-21T00:00:00.000,critical violations observed,20747,6338 marlboro pike,md naser ahmed
1569,three brothers pizza,full service,2016-06-21T00:00:00.000,compliance schedule - outstanding,20770,6160 greenbelt rd,peter repole
1671,wings n things and pizza,carry-out,2016-06-21T00:00:00.000,critical violations observed,20707,310 main st,farooq azam
1089,panda express 962,fast food,2016-06-21T00:00:00.000,------,20735,8871 branch ave,lindy imla
2383,wing zone,fast food,2016-06-21T00:00:00.000,critical violations observed,20720,6131 high bridge rd,shafaqat ali
1019,new china carryout,carry-out,2016-06-22T00:00:00.000,critical violations observed,20743,4121 southern ave,wing chung chan
963,mcloone's pier house,restaurant,2016-06-22T00:00:00.000,critical violations observed,20745,141 national plz,timothy t mcloone
623,greenbelt consumer cooperative,grocery store,2016-06-22T00:00:00.000,critical violations observed,20770,121 centerway,barbara ford
39,america's best wing's,fast food,2016-06-22T00:00:00.000,compliant - no health risk,20748,7126 temple hill rd,parveen begum
574,giant food store 123,grocery store,2016-06-22T00:00:00.000,------,20748,7074 allentown rd,sheri-su breski
844,la muterita grocery deli/carryout,carry-out,2016-06-22T00:00:00.000,------,20783,1401 university blvd,patricia samayoa
137,buffalo wild wings,full service,2016-06-22T00:00:00.000,critical violations observed,20720,10601 martin luther king jr hwy,john weiler
574,giant food store 123,grocery store,2016-06-22T00:00:00.000,compliant - no health risk,20748,7074 allentown rd,sheri-su breski
1008,nando's peri peri,fast food,2016-06-22T00:00:00.000,critical violations observed,20745,191 american way,burton heiss
844,la muterita grocery deli/carryout,carry-out,2016-06-22T00:00:00.000,critical violations observed,20783,1401 university blvd,patricia samayoa
988,miller farms produce market,grocery store,2016-06-22T00:00:00.000,critical violations observed,20735,10140 piscataway rd,joan miller
440,eddie leonard's restaurant,carry-out,2016-06-22T00:00:00.000,compliant - no health risk,20748,7122 temple hill rd,feiyan lian
1088,panda express 1793,fast food,2016-06-22T00:00:00.000,compliant - no health risk,20613,15902 crain hwy,andrew cherng
1956,ice breakers cafe,snack bar/concession stand,2016-06-22T00:00:00.000,------,20707,13800 old gunpowder rd,julian bustos
1279,sacred heart home inc,health care facility,2016-06-22T00:00:00.000,------,20782,5805 queens chapel rd,vacha kludziak
2182,save a lot 546,grocery store,2016-06-22T00:00:00.000,critical violations observed,20710,5416 annapolis rd,eric claus
1675,woodyard market,convenience store,2016-06-22T00:00:00.000,compliant - no health risk,20772,6905 dower house rd,nam hee choe
1105,bella,full service,2016-06-22T00:00:00.000,------,20707,7423 van dusen rd,narayan dhakal
1961,indus food of laurel,convenience store,2016-06-22T00:00:00.000,------,20707,900 4th st,shaheen h raja
2182,save a lot 546,grocery store,2016-06-22T00:00:00.000,------,20710,5416 annapolis rd,eric claus
2550,dollar city,dollar store,2016-06-22T00:00:00.000,compliance schedule - outstanding,20710,5434 annapolis rd,abubker akmel
2218,seven eleven 27124b,convenience store,2016-06-22T00:00:00.000,compliant - health risk,20743,1428 ritchie rd,yasser jamil
6628,fuddruckers,fast food,2016-06-22T00:00:00.000,compliant - no health risk,20613,15810 crain hwy,robert fonville
2331,tropical food inc,grocery store,2016-06-22T00:00:00.000,------,20707,603 7th st,charles ndika
318,china sky restaurant,carry-out,2016-06-23T00:00:00.000,compliant - no health risk,20743,6266 central ave,cheng ren
932,mandarin express,carry-out,2016-06-23T00:00:00.000,critical violations observed,20782,3500 east west hwy,lorne goldberg
417,dunns river caribbean cafe,full service,2016-06-23T00:00:00.000,------,20705,11116 baltimore ave,gustave powell
137,buffalo wild wings,full service,2016-06-23T00:00:00.000,critical violations observed,20720,10601 martin luther king jr hwy,john weiler
424,east moon asian bistro,full service,2016-06-23T00:00:00.000,critical violations observed,20720,6107 high bridge rd,guo tong zhou
879,ledo pizza forestville,restaurant,2016-06-23T00:00:00.000,critical violations observed,20747,3020 donnell dr,mohiuddin mansur
395,de soul restaurant and lounge llc,bar/tavern/lounge,2016-06-23T00:00:00.000,compliant - no health risk,20613,7651 matapeake business dr,robert hubbard
132,checkers,carry-out,2016-06-23T00:00:00.000,compliant - no health risk,20613,7511 clymer dr,philip dorsey
129,bradford oaks center,health care facility,2016-06-23T00:00:00.000,critical violations observed,20735,7520 surratts rd,george hager jr
713,irie bar & grill,full service,2016-06-23T00:00:00.000,critical violations observed,20706,2200 petrie ln,aaron loney
1004,mt ennon baptist church,church/temple/mosque,2016-06-23T00:00:00.000,critical violations observed,20735,9832 piscataway rd,david neal
572,giant food store 147,grocery store,2016-06-23T00:00:00.000,compliant - no health risk,20744,9580 livingston rd,sheri-su breski
1140,pizza hut 23498,carry-out,2016-06-23T00:00:00.000,------,20735,6409 old alexandria ferry rd,donald harty
2182,save a lot 546,grocery store,2016-06-23T00:00:00.000,------,20710,5416 annapolis rd,eric claus
2182,save a lot 546,grocery store,2016-06-23T00:00:00.000,------,20710,5416 annapolis rd,eric claus
1404,smoke shack ribs & bbq,carry-out,2016-06-23T00:00:00.000,critical violations observed,20744,9119 livingston rd,christopher fountain
1318,sbarro,carry-out,2016-06-23T00:00:00.000,------,20782,3500 east west hwy,j. david karam
1173,popeyes 112,fast food,2016-06-23T00:00:00.000,compliant - no health risk,20785,7706 landover rd,jerome friedlander
1852,dunkin donuts,fast food,2016-06-23T00:00:00.000,critical violations observed,20720,6101 high bridge rd,sameer ailawadi
1959,ice ice baby too,carry-out,2016-06-23T00:00:00.000,critical violations observed,20782,3500 east west hwy,vijay singh
1373,shoppers food 52069 (2377),grocery store,2016-06-23T00:00:00.000,critical violations observed,20747,2950 donnell dr,chad ferguson
2279,spartans liquor & deli,carry-out,2016-06-23T00:00:00.000,compliant - no health risk,20705,11421 old baltimore pike,joo young suk
2412,aldi inc 38,convenience store,2016-06-23T00:00:00.000,compliant - no health risk,20613,7500 albert rd,charles youngstrom
7495,sarku japan teriyaki & sushi express,full service,2016-06-23T00:00:00.000,------,20707,14720 baltimore ave,richard ko
8093,little caesars,carry-out,2016-06-23T00:00:00.000,------,20743,5915 martin luther king jr hwy,mark williams
7488,nando's peri peri,fast food,2016-06-23T00:00:00.000,critical violations observed,20707,14722 baltimore ave,burton heiss
2299,sweet frog,ice cream,2016-06-23T00:00:00.000,------,20706,9300 woodmore centre dr,heera lee
108,big daddy's bbq restaurant,full service,2016-06-24T00:00:00.000,critical violations observed,20706,9430 annapolis rd,supreet melhi
1,301 bp,gas station store,2016-06-24T00:00:00.000,compliant - no health risk,20613,14807 crain hwy,robert phegley
253,cedarville carryout,carry-out,2016-06-24T00:00:00.000,compliant - no health risk,20613,11800 cedarville rd,george fender
7273,accokeek academy,public school,2016-06-24T00:00:00.000,------,20607,14400 berry rd,mark fossett
703,ikea,full service,2016-06-24T00:00:00.000,critical violations observed,20740,10100 baltimore ave,joshua keilson
2069,mi pais latin american market,grocery store,2016-06-24T00:00:00.000,------,20782,6573 ager rd,confesor herrera
2003,chicago style shark's seafood fish & chicken,fast food,2016-06-24T00:00:00.000,------,20748,3907 branch ave,mohamed alam
1217,el silvestre restaurant,full service,2016-06-24T00:00:00.000,critical violations observed,20706,10631 greenbelt rd,julio prudencio
2003,chicago style shark's seafood fish & chicken,fast food,2016-06-24T00:00:00.000,critical violations observed,20748,3907 branch ave,mohamed alam
2100,paint branch golf complex,snack bar/concession stand,2016-06-24T00:00:00.000,------,20740,4690 university blvd,steve carter
2069,mi pais latin american market,grocery store,2016-06-24T00:00:00.000,------,20782,6573 ager rd,confesor herrera
1532,ten ren's tea time,full service,2016-06-24T00:00:00.000,critical violations observed,20740,7418 baltimore ave,yao-tsung liu
2220,seven eleven 24100b,convenience store,2016-06-24T00:00:00.000,compliant - health risk,20748,3314 branch ave,jatinder sharma
2237,seven eleven 33453c,convenience store,2016-06-24T00:00:00.000,compliant - health risk,20746,3730 branch ave,jantinder sharma
8144,las aguilaz supermarket,grocery store,2016-06-24T00:00:00.000,------,20912,6523 new hampshire ave,melsin zelaya
513,flora's restaurant & carryout,full service,2016-06-27T00:00:00.000,critical violations observed,20706,10621 greenbelt rd,nkem nsongoe
508,joy's kitchen,carry-out,2016-06-27T00:00:00.000,------,20743,9244 east hampton dr,hag choi
699,ihop restaurant 582,restaurant,2016-06-27T00:00:00.000,critical violations observed,20747,2990 donnell dr,deepak shrestha
433,eastern restaurant,carry-out,2016-06-27T00:00:00.000,------,20607,7045 berry rd,yanan guo
424,east moon asian bistro,full service,2016-06-27T00:00:00.000,critical violations observed,20720,6107 high bridge rd,guo tong zhou
962,mccormick & schmicks seafood restaurant,restaurant,2016-06-27T00:00:00.000,critical violations observed,20745,145 national plz,tilman fertitta
962,mccormick & schmicks seafood restaurant,restaurant,2016-06-27T00:00:00.000,------,20745,145 national plz,tilman fertitta
65,asian express,carry-out,2016-06-27T00:00:00.000,critical violations observed,20716,3860 town center blvd,ying liu
16,thyme catering 2,carry-out,2016-06-27T00:00:00.000,compliant - no health risk,20772,14735 main st,randall mcneely
518,weis markets inc 276,grocery store,2016-06-27T00:00:00.000,critical violations observed,20607,15789 livingston rd,jonathan weis
1543,tgi friday's,restaurant,2016-06-27T00:00:00.000,critical violations observed,20747,5740 silver hill rd,daniel halpern
1510,taco rico,full service,2016-06-27T00:00:00.000,------,20781,4811 edmonston rd,omar luna
1974,the crab boss seafood & catering,carry-out,2016-06-27T00:00:00.000,compliance schedule - completed,20613,14125 brandywine rd,lenell watson
1256,roma pizza,carry-out,2016-06-27T00:00:00.000,critical violations observed,20748,7097 allentown rd,munir ahmed
1522,tara thai,full service,2016-06-27T00:00:00.000,critical violations observed,20781,5501 baltimore ave,kitiphan srisawat
1552,nu vegan cafe & catering,full service,2016-06-27T00:00:00.000,critical violations observed,20740,8150 baltimore ave,vernon & lynn woodland
2004,silvestre chicken,fast food,2016-06-27T00:00:00.000,critical violations observed,20748,7061 allentown rd,marvin castro
2095,one stop international market,grocery store,2016-06-27T00:00:00.000,compliance schedule - outstanding,20706,7705 annapolis rd,vincent chukwuocha
1843,domino's pizza 6017,carry-out,2016-06-27T00:00:00.000,compliant - no health risk,20743,6254 central ave,malcolm carter
1938,highbridge market bp & subway,gas station store,2016-06-27T00:00:00.000,critical violations observed,20720,6021 high bridge rd,sajid chaudhry
1217,el silvestre restaurant,full service,2016-06-27T00:00:00.000,------,20706,10631 greenbelt rd,julio prudencio
1848,dunkin donuts,fast food,2016-06-27T00:00:00.000,compliant - health risk,20743,9183 central ave,gaurang patel
2199,seven eleven 11670c,convenience store,2016-06-27T00:00:00.000,compliant - no health risk,20748,6319 allentown rd,john rozario
7406,jimmy john's,full service,2016-06-27T00:00:00.000,------,20781,5557 baltimore ave,matthew wampler
8189,301 travel plaza/circle k convience,gas station store,2016-06-27T00:00:00.000,compliant - no health risk,20772,3511 crain hwy,ather chaudry
2213,seven eleven 11730f,convenience store,2016-06-27T00:00:00.000,------,20781,6034 baltimore ave,hiren vora
1007,n y chicken & grill,carry-out,2016-06-28T00:00:00.000,compliant - no health risk,20748,2914 colebrooke dr,nasir hamidy
263,checkers,carry-out,2016-06-28T00:00:00.000,------,20735,8815 woodyard rd,jay smith
497,fiorella pizzeria cafe,restaurant,2016-06-28T00:00:00.000,critical violations observed,20745,152 national plz,steve weissman
886,leon's barbeque,carry-out,2016-06-28T00:00:00.000,compliant - no health risk,20706,9448 lanham severn rd,juan canlas
822,kitchen 1,restaurant,2016-06-28T00:00:00.000,compliant - no health risk,20772,5739 crain hwy,li qu
810,kfc ko71137,fast food,2016-06-28T00:00:00.000,critical violations observed,20748,4047 branch ave,manish patel
277,cherry hill park conference center,banquet hall/ballroom,2016-06-28T00:00:00.000,compliant - no health risk,20740,9800 cherry hill rd,michael gurevich
307,china chef carryout,carry-out,2016-06-28T00:00:00.000,critical violations observed,20743,5925 martin luther king jr hwy,zhen chen
263,checkers,carry-out,2016-06-28T00:00:00.000,------,20735,8815 woodyard rd,jay smith
1561,nipsey's,bar/tavern/lounge,2016-06-28T00:00:00.000,compliant - no health risk,20772,5753 crain hwy,lonnie c moses jr
1690,seven eleven store 36468a,convenience store,2016-06-28T00:00:00.000,critical violations observed,20747,6116 marlboro pike,seghen ghile
2001,little caesars,fast food,2016-06-28T00:00:00.000,compliant - no health risk,20706,9425 annapolis rd,irfaan lalani
2072,millwood community center,after school supper program,2016-06-28T00:00:00.000,compliant - no health risk,20743,1418 karen blvd,angela bowen
1500,taco bell 28941,fast food,2016-06-28T00:00:00.000,critical violations observed,20748,4045 branch ave,james bodensledt
1492,t j elliotts restaurant,full service,2016-06-28T00:00:00.000,critical violations observed,20715,6814 laurel bowie rd,teresa marcos
2130,pizza hut 23512,full service,2016-06-28T00:00:00.000,------,20782,6422 sargent rd,donald harty
1749,big papa pizza,carry-out,2016-06-28T00:00:00.000,compliant - health risk,20743,4947 marlboro pike,monowara & mohmmed islam
1618,caribbean cove llc,carry-out,2016-06-28T00:00:00.000,critical violations observed,20740,9348 cherry hill rd,paul hannam
1662,wendys 6556,fast food,2016-06-28T00:00:00.000,critical violations observed,20782,6410 sargent rd,james schwartz
1587,caribbean grill,restaurant,2016-06-28T00:00:00.000,critical violations observed,20747,6041 marlboro pike,milton colouehoun
2190,seven eleven 27670b,convenience store,2016-06-28T00:00:00.000,critical violations observed,20710,4199 kenilworth ave,berhane kebede
1411,anchor mental health,health care facility,2016-06-28T00:00:00.000,------,20782,4901 eastern ave,mary jane morrow
8218,lee deli,carry-out,2016-06-28T00:00:00.000,compliance schedule - outstanding,20710,5672 annapolis rd,chee tiang lee
8142,ron's fish house,carry-out,2016-06-28T00:00:00.000,critical violations observed,20747,6112 marlboro pike,ronald gaines
2292,starbucks coffee 7527,coffee shop,2016-06-28T00:00:00.000,------,20782,3601 east west hwy,mary her
2201,seven eleven 11569b,convenience store,2016-06-28T00:00:00.000,------,20705,11422 cherry hill rd,kuanchai natrakul
93,beijing palace,full service,2016-06-29T00:00:00.000,------,20710,4531 kenilworth ave,guoheng zheng
454,el buen gusto,full service,2016-06-29T00:00:00.000,------,20783,8032 new hampshire ave,viet phan
93,beijing palace,full service,2016-06-29T00:00:00.000,critical violations observed,20710,4531 kenilworth ave,guoheng zheng
239,caribbean flava,carry-out,2016-06-29T00:00:00.000,compliant - no health risk,20772,5050 brown station rd,michael anderson
824,kiyoko express,full service,2016-06-29T00:00:00.000,critical violations observed,20740,7313 baltimore ave,rui chen
213,burger king 1160,fast food,2016-06-29T00:00:00.000,critical violations observed,20715,6980 laurel bowie rd,paul flanders
341,american legion post 217,private club,2016-06-29T00:00:00.000,critical violations observed,20740,9218 baltimore ave,william knupp
1492,t j elliotts restaurant,full service,2016-06-29T00:00:00.000,critical violations observed,20715,6814 laurel bowie rd,teresa marcos
1958,ice ice baby,carry-out,2016-06-29T00:00:00.000,------,20782,3500 east west hwy,vijay singh
1418,stricks restaurant,bar/tavern/lounge,2016-06-29T00:00:00.000,compliant - health risk,20748,3211 branch ave,giles fletcher
1789,central gardens commmunity center,after school supper program,2016-06-29T00:00:00.000,compliant - no health risk,20743,13 cindy ln,angela bowen
1848,dunkin donuts,fast food,2016-06-29T00:00:00.000,compliant - no health risk,20743,9183 central ave,gaurang patel
1491,szechwan hunan restaurant,full service,2016-06-29T00:00:00.000,compliant - no health risk,20748,4115 branch ave,mei zheng
2132,pleasant homes community center,after school supper program,2016-06-29T00:00:00.000,compliant - no health risk,20743,6810 greig st,angela bowen
2003,chicago style shark's seafood fish & chicken,fast food,2016-06-29T00:00:00.000,critical violations observed,20748,3907 branch ave,mohamed alam
1566,three brothers italian kitchen,full service,2016-06-29T00:00:00.000,------,20710,4521 kenilworth ave,mario repole
1722,auntie anne's,carry-out,2016-06-29T00:00:00.000,------,20782,3500 east west hwy,gilly arie
1321,new rio buffet & bar,buffet,2016-06-29T00:00:00.000,compliance schedule - completed,20748,3745 branch ave,qi hui he
6922,mrs k's motel and restaurant,restaurant,2016-06-29T00:00:00.000,critical violations observed,20772,5909 crain hwy,stavros koudellou
7474,pk catering,catering only,2016-06-29T00:00:00.000,compliant - no health risk,20743,9244 east hampton dr,hyun choi
594,golden bowl,restaurant,2016-06-30T00:00:00.000,compliant - no health risk,20774,832 largo center dr,wai peng wong
442,eddies carry out,carry-out,2016-06-30T00:00:00.000,compliant - no health risk,20744,9116 livingston rd,tianhe zhang
442,eddies carry out,carry-out,2016-06-30T00:00:00.000,------,20744,9116 livingston rd,tianhe zhang
1006,myung dong restaurant,full service,2016-06-30T00:00:00.000,critical violations observed,20705,11114 baltimore ave,yong shin
2019,mcdonalds 7508,fast food,2016-06-30T00:00:00.000,compliant - no health risk,20705,4000 powder mill rd,steve easterbrook
1526,taste of the caribbean,restaurant,2016-06-30T00:00:00.000,compliant - health risk,20743,505 hampton park blvd,lorraine newton
2190,seven eleven 27670b,convenience store,2016-06-30T00:00:00.000,critical violations observed,20710,4199 kenilworth ave,berhane kebede
1475,super chicken,carry-out,2016-06-30T00:00:00.000,critical violations observed,20710,4323 kenilworth ave,samdai singh
2060,mega farmers market,grocery store,2016-06-30T00:00:00.000,critical violations observed,20783,2400 university blvd,uriel ochoa diaz
1427,subway,fast food,2016-06-30T00:00:00.000,------,20720,4855 glenn dale rd,vippan chopra
1462,subway,fast food,2016-06-30T00:00:00.000,compliant - no health risk,20774,978 largo center dr,mominul khan
1337,senior nutrition program - john e howard senior center,senior nutrition program,2016-06-30T00:00:00.000,compliant - no health risk,20743,4400 shell st,catherine stasny
2190,seven eleven 27670b,convenience store,2016-06-30T00:00:00.000,------,20710,4199 kenilworth ave,berhane kebede
1919,mi cantoncito carryout,carry-out,2016-06-30T00:00:00.000,------,20744,8005 indian head hwy,neftali vasquez
1749,big papa pizza,carry-out,2016-06-30T00:00:00.000,compliant - no health risk,20743,4947 marlboro pike,monowara & mohmmed islam
1919,mi cantoncito carryout,carry-out,2016-06-30T00:00:00.000,compliant - no health risk,20744,8005 indian head hwy,neftali vasquez
1492,t j elliotts restaurant,full service,2016-06-30T00:00:00.000,critical violations observed,20715,6814 laurel bowie rd,teresa marcos
2441,bladensburg exxon,gas station store,2016-06-30T00:00:00.000,compliance schedule - outstanding,20710,5650 annapolis rd,hank kim
6922,mrs k's motel and restaurant,restaurant,2016-06-30T00:00:00.000,critical violations observed,20772,5909 crain hwy,stavros koudellou
2558,dollar tree 1694,dollar store,2016-06-30T00:00:00.000,compliant - health risk,20774,850 largo center dr,rosalie beaugard lee
994,czig's bbq llc,carry-out,2016-07-01T00:00:00.000,compliant - no health risk,20772,14710 main st,charlie hyatt
804,kfc ko71122,fast food,2016-07-01T00:00:00.000,compliant - no health risk,20785,6701 martin luther king jr hwy,manish patel
108,big daddy's bbq restaurant,full service,2016-07-01T00:00:00.000,compliance schedule - completed,20706,9430 annapolis rd,supreet melhi
575,giant food store 342,grocery store,2016-07-01T00:00:00.000,compliant - no health risk,20748,4119 branch ave,sheri-su breski
769,johnny's sub shop,carry-out,2016-07-01T00:00:00.000,compliant - no health risk,20748,6309 allentown rd,chong chen
1526,taste of the caribbean,restaurant,2016-07-01T00:00:00.000,compliant - no health risk,20743,505 hampton park blvd,lorraine newton
1219,r j bentleys restaurant,full service,2016-07-01T00:00:00.000,critical violations observed,20740,7323 baltimore ave,john brown iii
1919,mi cantoncito carryout,carry-out,2016-07-01T00:00:00.000,------,20744,8005 indian head hwy,neftali vasquez
1919,mi cantoncito carryout,carry-out,2016-07-01T00:00:00.000,compliant - no health risk,20744,8005 indian head hwy,neftali vasquez
1569,three brothers pizza,full service,2016-07-01T00:00:00.000,compliance schedule - completed,20770,6160 greenbelt rd,peter repole
2174,salone international food market,grocery store,2016-07-01T00:00:00.000,compliant - no health risk,20706,8813 annapolis rd,yusuf sanu
2038,mcdonalds 16852,fast food,2016-07-01T00:00:00.000,compliant - no health risk,20743,20 ritchie rd,jerome navies
1193,prince george's county department of corrections,institution,2016-07-01T00:00:00.000,critical violations observed,20772,13400 dille dr,mary lou mcdonough
1233,red crab house,full service,2016-07-01T00:00:00.000,critical violations observed,20707,14707 baltimore ave,tianxian zhang
2235,seven eleven 28891b,convenience store,2016-07-01T00:00:00.000,critical violations observed,20716,15700 mount oak rd,tamer al-khaled
2263,simple pleasures ice cafe,carry-out,2016-07-01T00:00:00.000,critical violations observed,20715,8519 chestnut ave,terri russell
2203,seven eleven 11716c,convenience store,2016-07-01T00:00:00.000,------,20783,9151 riggs rd,yawalak ratanavanich
7406,jimmy john's,full service,2016-07-01T00:00:00.000,------,20781,5557 baltimore ave,matthew wampler
6922,mrs k's motel and restaurant,restaurant,2016-07-01T00:00:00.000,compliant - no health risk,20772,5909 crain hwy,stavros koudellou
936,manna corporate deli,deli,2016-07-05T00:00:00.000,critical violations observed,20774,1400 mercantile ln,david son
715,dickey's barbecue pit,carry-out,2016-07-05T00:00:00.000,critical violations observed,20613,15904 crain hwy,brian pratt
731,jasper's largo,full service,2016-07-05T00:00:00.000,compliant - no health risk,20774,9640 lottsford ct,fred rosenthal
429,legends chicken & grill,full service,2016-07-05T00:00:00.000,critical violations observed,20784,6401 annapolis rd,asadullah qayum
880,ledo restaurant,full service,2016-07-05T00:00:00.000,critical violations observed,20740,4509 knox rd,thomas marcos jr
1019,new china carryout,carry-out,2016-07-05T00:00:00.000,critical violations observed,20743,4121 southern ave,wing chung chan
122,bonefish grill,full service,2016-07-05T00:00:00.000,compliant - no health risk,20613,15910 crain hwy,roy phillips
324,chipotle mexican grill 105,fast food,2016-07-05T00:00:00.000,critical violations observed,20740,7332 baltimore ave,steven ellis
11,africarib,carry-out,2016-07-05T00:00:00.000,critical violations observed,20744,946 east swan creek rd,joceline blay
1906,playa bowls,full service,2016-07-05T00:00:00.000,------,20740,7417 baltimore ave,dustin mushinski
1132,pizza bolis,carry-out,2016-07-05T00:00:00.000,critical violations observed,20784,6529 annapolis rd,mohammad ghouri
2190,seven eleven 27670b,convenience store,2016-07-05T00:00:00.000,------,20710,4199 kenilworth ave,berhane kebede
2036,mcdonalds,fast food,2016-07-05T00:00:00.000,compliant - no health risk,20743,6131 martin luther king jr hwy,isaac green
1269,ruby tuesday 4730,full service,2016-07-05T00:00:00.000,compliant - no health risk,20774,9680 lottsford rd,azis hashim
2138,potbelly sandwich works,fast food,2016-07-05T00:00:00.000,critical violations observed,20740,7422 baltimore ave,basye moskowitz
2138,potbelly sandwich works,fast food,2016-07-05T00:00:00.000,------,20740,7422 baltimore ave,basye moskowitz
1074,outback steakhouse,full service,2016-07-06T00:00:00.000,------,20715,6800 race track rd,joseph kadow
551,gah rham restaurant,full service,2016-07-06T00:00:00.000,------,20705,5027 garrett ave,hae lee
204,burger king 1153,fast food,2016-07-06T00:00:00.000,compliant - no health risk,20745,6150 oxon hill rd,paul flanders
734,jericho christian academy,private school,2016-07-06T00:00:00.000,facility closed,20785,8500 jericho city dr,joel peebles sr.
1062,oriental express,carry-out,2016-07-06T00:00:00.000,compliant - no health risk,20743,5254 marlboro pike,wei ren
83,baden volunteer fire department,fire/community hall,2016-07-06T00:00:00.000,compliant - no health risk,20613,16608 brandywine rd,robert e boswell
428,eastern carryout,carry-out,2016-07-06T00:00:00.000,compliant - no health risk,20748,4532 st barnabas rd,su xin wang
204,burger king 1153,fast food,2016-07-06T00:00:00.000,------,20745,6150 oxon hill rd,paul flanders
943,margarita's grocery,convenience store,2016-07-06T00:00:00.000,critical violations observed,20748,4313 st barnabas rd,nepomuceno alvarez-matul
1074,outback steakhouse,full service,2016-07-06T00:00:00.000,------,20715,6800 race track rd,joseph kadow
1132,pizza bolis,carry-out,2016-07-06T00:00:00.000,------,20784,6529 annapolis rd,mohammad ghouri
1837,domino's pizza 4642,carry-out,2016-07-06T00:00:00.000,compliant - no health risk,20706,9509 lanham severn rd,mary lynne carraway
1334,senior nutrition program - glenarden nutrition site,senior nutrition program,2016-07-06T00:00:00.000,compliant - no health risk,20706,8600 glenarden pkwy,catherine stasny
1925,grimes market,n/a,2016-07-06T00:00:00.000,compliant - no health risk,20608,22501 aquasco rd,deborah boling
2595,family dollar store 5642,convenience store,2016-07-06T00:00:00.000,------,20712,3179 queens chapel rd,howard levine
7526,susan gage caterers,catering only,2016-07-06T00:00:00.000,compliant - no health risk,20785,7100 old landover rd,steven gage
8280,kindle cuisine,catering only,2016-07-06T00:00:00.000,------,20720,14207 old annapolis rd,sicilia weaks
8028,the waterhole,carry-out,2016-07-06T00:00:00.000,compliance schedule - outstanding,20712,4004 34th st,lisa harris
2595,family dollar store 5642,convenience store,2016-07-06T00:00:00.000,critical violations observed,20712,3179 queens chapel rd,howard levine
2433,brinkley market,convenience store,2016-07-06T00:00:00.000,critical violations observed,20748,3311 brinkley rd,sajid chaudhry
283,chevy's fresh mex at brandywine,full service,2016-07-07T00:00:00.000,critical violations observed,20613,15914 crain hwy,thomas oleary
751,jersey mike's,fast food,2016-07-07T00:00:00.000,critical violations observed,20715,6844 race track rd,daniel malamis
935,manila mart,carry-out,2016-07-07T00:00:00.000,critical violations observed,20705,5023 garrett ave,emma bioc
952,martini's restaurant & lounge,night club,2016-07-07T00:00:00.000,------,20744,725 cady dr,jedaka hayes
382,da rae won restaurant,full service,2016-07-07T00:00:00.000,critical violations observed,20705,5013 garrett ave,hyeong choe
737,panda king express,carry-out,2016-07-07T00:00:00.000,compliant - no health risk,20745,6210 livingston rd,yihua lu
38,america's best wings,fast food,2016-07-07T00:00:00.000,compliant - no health risk,20774,966 largo center dr,fred kim
930,indish exotic indian restaurant & bar,restaurant,2016-07-07T00:00:00.000,compliant - no health risk,20613,15908 crain hwy,selva jayaraman
737,panda king express,carry-out,2016-07-07T00:00:00.000,------,20745,6210 livingston rd,yihua lu
1854,dunkin donuts,fast food,2016-07-07T00:00:00.000,------,20783,2057 university blvd,sameer ailawadi
2190,seven eleven 27670b,convenience store,2016-07-07T00:00:00.000,------,20710,4199 kenilworth ave,berhane kebede
1442,subway,fast food,2016-07-07T00:00:00.000,compliant - no health risk,20784,6210 annapolis rd,mohammed haque
2024,mcdonalds,fast food,2016-07-07T00:00:00.000,critical violations observed,20740,8301 baltimore ave,luis gavignano
1132,pizza bolis,carry-out,2016-07-07T00:00:00.000,compliance schedule - outstanding,20784,6529 annapolis rd,mohammad ghouri
1383,silvestre chicken,carry-out,2016-07-07T00:00:00.000,compliant - health risk,20748,7061 allentown rd,marvin castro
2060,mega farmers market,grocery store,2016-07-07T00:00:00.000,------,20783,2400 university blvd,uriel ochoa diaz
2035,mcdonalds 5008,fast food,2016-07-07T00:00:00.000,------,20783,2306 university blvd,steve easterbrook
1860,quick stop food mart,convenience store,2016-07-07T00:00:00.000,compliance schedule - outstanding,20710,5700 emerson st,parth patel
2031,mcdonalds 10734,fast food,2016-07-07T00:00:00.000,compliant - no health risk,20743,1420 addison rd south,ron gantt
1756,bojangles 695,fast food,2016-07-07T00:00:00.000,critical violations observed,20774,1050 largo center dr,baryalay razi
2558,dollar tree 1694,dollar store,2016-07-07T00:00:00.000,compliance schedule - outstanding,20774,850 largo center dr,rosalie beaugard lee
2572,dollar value city,dollar store,2016-07-07T00:00:00.000,compliance schedule - outstanding,20710,4920 annapolis rd,bahadur singh
2572,dollar value city,dollar store,2016-07-07T00:00:00.000,------,20710,4920 annapolis rd,bahadur singh
2771,parkway market,grocery store,2016-07-07T00:00:00.000,compliance schedule - outstanding,20710,5670 annapolis rd,steve pak
51,applebee's,full service,2016-07-08T00:00:00.000,------,20740,7242 baltimore ave,terri m carman
682,benny's restaurant,carry-out,2016-07-08T00:00:00.000,compliant - no health risk,20743,9111 central ave,zeng zhang
635,sunu halal,meat/poultry market,2016-07-08T00:00:00.000,------,20783,2063 university blvd,mbaye sarr
2095,one stop international market,grocery store,2016-07-08T00:00:00.000,compliance schedule - completed,20706,7705 annapolis rd,vincent chukwuocha
